,timestamp,highest_layer,length,dest_ip,dest_port
492,1521395037.116772,TCP,66,172.17.0.2,8080
493,1521395037.12045,TCP,66,172.17.0.2,8080
494,1521395037.123826,TCP,66,172.17.0.1,55308
495,1521395037.123842,TCP,66,172.17.0.2,8080
496,1521395046.664397,TCP,74,172.17.0.2,8080
497,1521395046.664416,TCP,74,172.17.0.1,36782
498,1521395046.664421,TCP,66,172.17.0.2,8080
499,1521395046.664477,URLENCODED-FORM,979,172.17.0.2,8080
500,1521395046.664488,TCP,66,172.17.0.1,36782
501,1521395046.739355,TCP,7306,172.17.0.1,36782
502,1521395046.739365,TCP,66,172.17.0.2,8080
503,1521395046.739373,TCP,1826,172.17.0.1,36782
504,1521395046.739375,TCP,66,172.17.0.2,8080
505,1521395046.739396,TCP,3688,172.17.0.1,36782
506,1521395046.739399,TCP,66,172.17.0.2,8080
507,1521395046.744679,DATA-TEXT-LINES,471,172.17.0.1,36782
508,1521395046.744686,TCP,66,172.17.0.2,8080
509,1521395046.748152,TCP,66,172.17.0.2,8080
510,1521395046.75632,TCP,66,172.17.0.1,36782
511,1521395046.756332,TCP,66,172.17.0.2,8080
512,1521395061.489961,TCP,74,172.17.0.2,8080
513,1521395061.489979,TCP,74,172.17.0.1,53886
514,1521395061.489985,TCP,66,172.17.0.2,8080
515,1521395061.490042,HTTP,1020,172.17.0.2,8080
516,1521395061.490054,TCP,66,172.17.0.1,53886
517,1521395061.499991,TCP,322,172.17.0.1,53886
518,1521395061.499998,TCP,66,172.17.0.2,8080
519,1521395061.515452,TCP,66,172.17.0.1,53886
520,1521395061.520157,TCP,66,172.17.0.2,8080
521,1521395061.52018,TCP,66,172.17.0.1,53886
522,1521395073.060255,TCP,74,172.17.0.2,8080
523,1521395073.060274,TCP,74,172.17.0.1,34322
524,1521395073.060279,TCP,66,172.17.0.2,8080
525,1521395073.060337,HTTP,1024,172.17.0.2,8080
526,1521395073.060349,TCP,66,172.17.0.1,34322
527,1521395073.073307,TCP,206,172.17.0.1,34322
528,1521395073.073315,TCP,66,172.17.0.2,8080
529,1521395073.088073,TCP,66,172.17.0.1,34322
530,1521395073.091634,TCP,66,172.17.0.2,8080
531,1521395073.091652,TCP,66,172.17.0.1,34322
532,1521395109.142534,TCP,74,172.17.0.2,8080
533,1521395109.142553,TCP,74,172.17.0.1,59796
534,1521395109.142558,TCP,66,172.17.0.2,8080
535,1521395109.142614,HTTP,1059,172.17.0.2,8080
536,1521395109.142626,TCP,66,172.17.0.1,59796
537,1521395109.190997,TCP,74,162.212.156.148,80
538,1521395109.205613,TCP,54,172.17.0.2,39066
539,1521395109.208705,TCP,320,172.17.0.1,59796
540,1521395109.208717,TCP,66,172.17.0.2,8080
541,1521395109.225819,TCP,66,172.17.0.1,59796
542,1521395109.229382,TCP,66,172.17.0.2,8080
543,1521395109.229399,TCP,66,172.17.0.1,59796
544,1521395122.845903,TCP,74,172.17.0.2,8080
545,1521395122.845921,TCP,74,172.17.0.1,55788
546,1521395122.845926,TCP,66,172.17.0.2,8080
547,1521395122.848523,HTTP,1059,172.17.0.2,8080
548,1521395122.848541,TCP,66,172.17.0.1,55788
549,1521395122.858607,TCP,74,162.212.156.148,80
550,1521395122.872383,TCP,58,172.17.0.2,34370
551,1521395122.872442,TCP,54,162.212.156.148,80
552,1521395122.87261,HTTP,172,162.212.156.148,80
553,1521395122.872734,TCP,54,172.17.0.2,34370
554,1521395124.42335,HTTP,59,172.17.0.2,34370
555,1521395124.423537,TCP,54,162.212.156.148,80
556,1521395125.199485,HTTP,58,172.17.0.2,34370
557,1521395125.199527,TCP,54,162.212.156.148,80
558,1521395126.245068,HTTP,56,172.17.0.2,34370
559,1521395126.245189,TCP,54,162.212.156.148,80
560,1521395127.359595,HTTP,56,172.17.0.2,34370
561,1521395127.359647,TCP,54,162.212.156.148,80
562,1521395127.864326,TCP,54,172.17.0.2,34370
563,1521395127.86567,TCP,54,162.212.156.148,80
564,1521395127.865846,TCP,54,172.17.0.2,34370
565,1521395127.866264,TCP,558,172.17.0.1,55788
566,1521395127.866273,TCP,66,172.17.0.2,8080
567,1521395127.882045,TCP,66,172.17.0.1,55788
568,1521395127.885892,TCP,66,172.17.0.2,8080
569,1521395127.885911,TCP,66,172.17.0.1,55788
570,1521395147.157782,TCP,74,172.17.0.2,8080
571,1521395147.1578,TCP,74,172.17.0.1,55058
572,1521395147.157805,TCP,66,172.17.0.2,8080
573,1521395147.160066,HTTP,1032,172.17.0.2,8080
574,1521395147.160079,TCP,66,172.17.0.1,55058
575,1521395147.175547,TCP,272,172.17.0.1,55058
576,1521395147.175552,TCP,66,172.17.0.2,8080
577,1521395147.186834,TCP,66,172.17.0.1,55058
578,1521395147.190608,TCP,66,172.17.0.2,8080
579,1521395147.190628,TCP,66,172.17.0.1,55058
580,1521395162.83718,TCP,74,172.17.0.2,8080
581,1521395162.837199,TCP,74,172.17.0.1,60130
582,1521395162.837205,TCP,66,172.17.0.2,8080
583,1521395162.837276,HTTP,1032,172.17.0.2,8080
584,1521395162.837292,TCP,66,172.17.0.1,60130
585,1521395162.841167,TCP,272,172.17.0.1,60130
586,1521395162.846316,TCP,66,172.17.0.2,8080
587,1521395162.861317,TCP,66,172.17.0.1,60130
588,1521395162.864978,TCP,66,172.17.0.2,8080
589,1521395162.864995,TCP,66,172.17.0.1,60130
590,1521395163.444688,TCP,74,172.17.0.2,8080
591,1521395163.444707,TCP,74,172.17.0.1,54084
592,1521395163.444713,TCP,66,172.17.0.2,8080
593,1521395163.444769,HTTP,1032,172.17.0.2,8080
594,1521395163.444781,TCP,66,172.17.0.1,54084
595,1521395163.448078,TCP,272,172.17.0.1,54084
596,1521395163.450026,TCP,66,172.17.0.2,8080
597,1521395163.476642,TCP,66,172.17.0.1,54084
598,1521395163.480356,TCP,66,172.17.0.2,8080
599,1521395163.480447,TCP,66,172.17.0.1,54084
