,timestamp,highest_layer,length,dest_ip,source_ip,dest_port,source_port
374,1521397350.564659,DNS,324,162.212.156.148,10.0.2.15,53,43917
375,1521397350.58,DNS,329,10.0.2.15,162.212.156.148,43917,53
376,1521397350.580133,DNS,324,162.212.156.148,10.0.2.15,53,43917
377,1521397350.593771,DNS,329,10.0.2.15,162.212.156.148,43917,53
378,1521397350.593833,DNS,324,162.212.156.148,10.0.2.15,53,43917
379,1521397350.609228,DNS,329,10.0.2.15,162.212.156.148,43917,53
380,1521397350.609291,DNS,225,162.212.156.148,10.0.2.15,53,43917
381,1521397350.625237,DNS,293,10.0.2.15,162.212.156.148,43917,53
382,1521397350.625458,DNS,324,162.212.156.148,10.0.2.15,53,43917
383,1521397350.641874,DNS,329,10.0.2.15,162.212.156.148,43917,53
384,1521397350.641931,DNS,324,162.212.156.148,10.0.2.15,53,43917
385,1521397350.657018,DNS,329,10.0.2.15,162.212.156.148,43917,53
386,1521397350.657083,DNS,324,162.212.156.148,10.0.2.15,53,43917
387,1521397350.671402,DNS,329,10.0.2.15,162.212.156.148,43917,53
388,1521397350.671461,DNS,324,162.212.156.148,10.0.2.15,53,43917
389,1521397350.698305,DNS,329,10.0.2.15,162.212.156.148,43917,53
390,1521397350.698374,DNS,324,162.212.156.148,10.0.2.15,53,43917
391,1521397350.713024,DNS,329,10.0.2.15,162.212.156.148,43917,53
392,1521397350.713083,DNS,225,162.212.156.148,10.0.2.15,53,43917
393,1521397350.730566,DNS,292,10.0.2.15,162.212.156.148,43917,53
394,1521397350.730835,DNS,324,162.212.156.148,10.0.2.15,53,43917
395,1521397350.747001,DNS,329,10.0.2.15,162.212.156.148,43917,53
396,1521397350.747061,DNS,324,162.212.156.148,10.0.2.15,53,43917
397,1521397350.760954,DNS,329,10.0.2.15,162.212.156.148,43917,53
398,1521397350.761014,DNS,324,162.212.156.148,10.0.2.15,53,43917
399,1521397350.774947,DNS,329,10.0.2.15,162.212.156.148,43917,53
400,1521397350.775005,DNS,324,162.212.156.148,10.0.2.15,53,43917
401,1521397350.789379,DNS,329,10.0.2.15,162.212.156.148,43917,53
402,1521397350.789442,DNS,324,162.212.156.148,10.0.2.15,53,43917
403,1521397350.809861,DNS,329,10.0.2.15,162.212.156.148,43917,53
404,1521397350.809921,DNS,225,162.212.156.148,10.0.2.15,53,43917
405,1521397350.824976,DNS,292,10.0.2.15,162.212.156.148,43917,53
406,1521397350.825198,DNS,324,162.212.156.148,10.0.2.15,53,43917
407,1521397350.839886,DNS,329,10.0.2.15,162.212.156.148,43917,53
408,1521397350.839971,DNS,324,162.212.156.148,10.0.2.15,53,43917
409,1521397350.855655,DNS,329,10.0.2.15,162.212.156.148,43917,53
410,1521397350.855724,DNS,324,162.212.156.148,10.0.2.15,53,43917
411,1521397350.878845,DNS,329,10.0.2.15,162.212.156.148,43917,53
412,1521397350.878936,DNS,324,162.212.156.148,10.0.2.15,53,43917
413,1521397350.896727,DNS,329,10.0.2.15,162.212.156.148,43917,53
414,1521397350.896786,DNS,324,162.212.156.148,10.0.2.15,53,43917
415,1521397350.911858,DNS,329,10.0.2.15,162.212.156.148,43917,53
416,1521397350.911943,DNS,225,162.212.156.148,10.0.2.15,53,43917
417,1521397350.926868,DNS,292,10.0.2.15,162.212.156.148,43917,53
418,1521397350.927082,DNS,324,162.212.156.148,10.0.2.15,53,43917
419,1521397350.941999,DNS,329,10.0.2.15,162.212.156.148,43917,53
420,1521397350.942117,DNS,324,162.212.156.148,10.0.2.15,53,43917
421,1521397350.955843,DNS,329,10.0.2.15,162.212.156.148,43917,53
422,1521397350.95592,DNS,324,162.212.156.148,10.0.2.15,53,43917
423,1521397350.969774,DNS,329,10.0.2.15,162.212.156.148,43917,53
424,1521397350.969827,DNS,324,162.212.156.148,10.0.2.15,53,43917
425,1521397350.983958,DNS,329,10.0.2.15,162.212.156.148,43917,53
426,1521397350.984051,DNS,324,162.212.156.148,10.0.2.15,53,43917
427,1521397350.998118,DNS,329,10.0.2.15,162.212.156.148,43917,53
428,1521397350.998182,DNS,225,162.212.156.148,10.0.2.15,53,43917
429,1521397351.012983,DNS,292,10.0.2.15,162.212.156.148,43917,53
430,1521397351.013454,DNS,324,162.212.156.148,10.0.2.15,53,43917
431,1521397351.032753,DNS,329,10.0.2.15,162.212.156.148,43917,53
432,1521397351.032819,DNS,324,162.212.156.148,10.0.2.15,53,43917
433,1521397351.056445,DNS,329,10.0.2.15,162.212.156.148,43917,53
434,1521397351.056628,DNS,324,162.212.156.148,10.0.2.15,53,43917
435,1521397351.080774,DNS,329,10.0.2.15,162.212.156.148,43917,53
436,1521397351.080848,DNS,324,162.212.156.148,10.0.2.15,53,43917
437,1521397351.094695,DNS,329,10.0.2.15,162.212.156.148,43917,53
438,1521397351.094823,DNS,324,162.212.156.148,10.0.2.15,53,43917
439,1521397351.108818,DNS,329,10.0.2.15,162.212.156.148,43917,53
440,1521397351.108874,DNS,225,162.212.156.148,10.0.2.15,53,43917
441,1521397351.126421,DNS,292,10.0.2.15,162.212.156.148,43917,53
442,1521397351.126625,DNS,324,162.212.156.148,10.0.2.15,53,43917
443,1521397351.140557,DNS,329,10.0.2.15,162.212.156.148,43917,53
444,1521397351.140632,DNS,324,162.212.156.148,10.0.2.15,53,43917
445,1521397351.155575,DNS,329,10.0.2.15,162.212.156.148,43917,53
446,1521397351.155701,DNS,324,162.212.156.148,10.0.2.15,53,43917
447,1521397351.170709,DNS,329,10.0.2.15,162.212.156.148,43917,53
448,1521397351.170774,DNS,324,162.212.156.148,10.0.2.15,53,43917
449,1521397351.184327,DNS,329,10.0.2.15,162.212.156.148,43917,53
450,1521397351.184388,DNS,324,162.212.156.148,10.0.2.15,53,43917
451,1521397351.199346,DNS,329,10.0.2.15,162.212.156.148,43917,53
452,1521397351.199406,DNS,225,162.212.156.148,10.0.2.15,53,43917
453,1521397351.213828,DNS,292,10.0.2.15,162.212.156.148,43917,53
454,1521397351.214044,DNS,324,162.212.156.148,10.0.2.15,53,43917
455,1521397351.227891,DNS,329,10.0.2.15,162.212.156.148,43917,53
456,1521397351.228006,DNS,324,162.212.156.148,10.0.2.15,53,43917
457,1521397351.244318,DNS,329,10.0.2.15,162.212.156.148,43917,53
458,1521397351.24438,DNS,324,162.212.156.148,10.0.2.15,53,43917
459,1521397351.257995,DNS,329,10.0.2.15,162.212.156.148,43917,53
460,1521397351.258054,DNS,324,162.212.156.148,10.0.2.15,53,43917
461,1521397351.273425,DNS,329,10.0.2.15,162.212.156.148,43917,53
462,1521397351.273491,DNS,324,162.212.156.148,10.0.2.15,53,43917
463,1521397351.29298,DNS,329,10.0.2.15,162.212.156.148,43917,53
464,1521397351.293075,DNS,225,162.212.156.148,10.0.2.15,53,43917
465,1521397351.308347,DNS,292,10.0.2.15,162.212.156.148,43917,53
466,1521397351.308723,DNS,324,162.212.156.148,10.0.2.15,53,43917
467,1521397351.321897,DNS,329,10.0.2.15,162.212.156.148,43917,53
468,1521397351.321962,DNS,324,162.212.156.148,10.0.2.15,53,43917
469,1521397351.336697,DNS,329,10.0.2.15,162.212.156.148,43917,53
470,1521397351.336765,DNS,324,162.212.156.148,10.0.2.15,53,43917
471,1521397351.35075,DNS,329,10.0.2.15,162.212.156.148,43917,53
472,1521397351.350812,DNS,324,162.212.156.148,10.0.2.15,53,43917
473,1521397351.366735,DNS,329,10.0.2.15,162.212.156.148,43917,53
474,1521397351.366864,DNS,324,162.212.156.148,10.0.2.15,53,43917
475,1521397351.381279,DNS,329,10.0.2.15,162.212.156.148,43917,53
476,1521397351.381342,DNS,225,162.212.156.148,10.0.2.15,53,43917
477,1521397351.395655,DNS,292,10.0.2.15,162.212.156.148,43917,53
478,1521397351.395872,DNS,324,162.212.156.148,10.0.2.15,53,43917
479,1521397351.410237,DNS,329,10.0.2.15,162.212.156.148,43917,53
480,1521397351.410294,DNS,324,162.212.156.148,10.0.2.15,53,43917
481,1521397351.424459,DNS,329,10.0.2.15,162.212.156.148,43917,53
482,1521397351.424559,DNS,324,162.212.156.148,10.0.2.15,53,43917
483,1521397351.439138,DNS,329,10.0.2.15,162.212.156.148,43917,53
484,1521397351.4392,DNS,324,162.212.156.148,10.0.2.15,53,43917
485,1521397351.4526,DNS,329,10.0.2.15,162.212.156.148,43917,53
486,1521397351.452661,DNS,324,162.212.156.148,10.0.2.15,53,43917
487,1521397351.465912,DNS,329,10.0.2.15,162.212.156.148,43917,53
488,1521397351.465977,DNS,225,162.212.156.148,10.0.2.15,53,43917
489,1521397351.481105,DNS,293,10.0.2.15,162.212.156.148,43917,53
490,1521397351.481365,DNS,324,162.212.156.148,10.0.2.15,53,43917
491,1521397351.49457,DNS,329,10.0.2.15,162.212.156.148,43917,53
492,1521397351.494626,DNS,324,162.212.156.148,10.0.2.15,53,43917
493,1521397351.508289,DNS,329,10.0.2.15,162.212.156.148,43917,53
494,1521397351.508347,DNS,324,162.212.156.148,10.0.2.15,53,43917
495,1521397351.522806,DNS,329,10.0.2.15,162.212.156.148,43917,53
496,1521397351.522877,DNS,324,162.212.156.148,10.0.2.15,53,43917
497,1521397351.535903,DNS,329,10.0.2.15,162.212.156.148,43917,53
498,1521397351.535989,DNS,324,162.212.156.148,10.0.2.15,53,43917
499,1521397351.54932,DNS,329,10.0.2.15,162.212.156.148,43917,53
500,1521397351.549382,DNS,225,162.212.156.148,10.0.2.15,53,43917
501,1521397351.56483,DNS,292,10.0.2.15,162.212.156.148,43917,53
502,1521397351.565168,DNS,324,162.212.156.148,10.0.2.15,53,43917
503,1521397351.579862,DNS,329,10.0.2.15,162.212.156.148,43917,53
504,1521397351.579953,DNS,324,162.212.156.148,10.0.2.15,53,43917
505,1521397351.594759,DNS,329,10.0.2.15,162.212.156.148,43917,53
506,1521397351.594824,DNS,324,162.212.156.148,10.0.2.15,53,43917
507,1521397351.608829,DNS,329,10.0.2.15,162.212.156.148,43917,53
508,1521397351.608886,DNS,324,162.212.156.148,10.0.2.15,53,43917
509,1521397351.622288,DNS,329,10.0.2.15,162.212.156.148,43917,53
510,1521397351.622373,DNS,324,162.212.156.148,10.0.2.15,53,43917
511,1521397351.636532,DNS,329,10.0.2.15,162.212.156.148,43917,53
512,1521397351.636595,DNS,225,162.212.156.148,10.0.2.15,53,43917
513,1521397351.651459,DNS,292,10.0.2.15,162.212.156.148,43917,53
514,1521397351.651708,DNS,324,162.212.156.148,10.0.2.15,53,43917
515,1521397351.681437,DNS,329,10.0.2.15,162.212.156.148,43917,53
516,1521397351.681574,DNS,324,162.212.156.148,10.0.2.15,53,43917
517,1521397351.708422,DNS,329,10.0.2.15,162.212.156.148,43917,53
518,1521397351.708502,DNS,324,162.212.156.148,10.0.2.15,53,43917
519,1521397351.721903,DNS,329,10.0.2.15,162.212.156.148,43917,53
520,1521397351.72197,DNS,324,162.212.156.148,10.0.2.15,53,43917
521,1521397351.737587,DNS,329,10.0.2.15,162.212.156.148,43917,53
522,1521397351.737651,DNS,324,162.212.156.148,10.0.2.15,53,43917
523,1521397351.752584,DNS,329,10.0.2.15,162.212.156.148,43917,53
524,1521397351.752673,DNS,225,162.212.156.148,10.0.2.15,53,43917
525,1521397351.768285,DNS,293,10.0.2.15,162.212.156.148,43917,53
526,1521397351.768561,DNS,324,162.212.156.148,10.0.2.15,53,43917
527,1521397351.783357,DNS,329,10.0.2.15,162.212.156.148,43917,53
528,1521397351.783469,DNS,324,162.212.156.148,10.0.2.15,53,43917
529,1521397351.797432,DNS,329,10.0.2.15,162.212.156.148,43917,53
530,1521397351.797527,DNS,324,162.212.156.148,10.0.2.15,53,43917
531,1521397351.811721,DNS,329,10.0.2.15,162.212.156.148,43917,53
532,1521397351.811788,DNS,324,162.212.156.148,10.0.2.15,53,43917
533,1521397351.826597,DNS,329,10.0.2.15,162.212.156.148,43917,53
534,1521397351.826683,DNS,324,162.212.156.148,10.0.2.15,53,43917
535,1521397351.840798,DNS,329,10.0.2.15,162.212.156.148,43917,53
536,1521397351.840858,DNS,225,162.212.156.148,10.0.2.15,53,43917
537,1521397351.866776,DNS,292,10.0.2.15,162.212.156.148,43917,53
538,1521397351.867034,DNS,324,162.212.156.148,10.0.2.15,53,43917
539,1521397351.882109,DNS,329,10.0.2.15,162.212.156.148,43917,53
540,1521397351.882178,DNS,324,162.212.156.148,10.0.2.15,53,43917
541,1521397351.895834,DNS,329,10.0.2.15,162.212.156.148,43917,53
542,1521397351.895903,DNS,324,162.212.156.148,10.0.2.15,53,43917
543,1521397351.909358,DNS,329,10.0.2.15,162.212.156.148,43917,53
544,1521397351.909425,DNS,324,162.212.156.148,10.0.2.15,53,43917
545,1521397351.924882,DNS,329,10.0.2.15,162.212.156.148,43917,53
546,1521397351.924944,DNS,324,162.212.156.148,10.0.2.15,53,43917
547,1521397351.938375,DNS,329,10.0.2.15,162.212.156.148,43917,53
548,1521397351.938432,DNS,225,162.212.156.148,10.0.2.15,53,43917
549,1521397351.95432,DNS,292,10.0.2.15,162.212.156.148,43917,53
550,1521397351.954676,DNS,324,162.212.156.148,10.0.2.15,53,43917
551,1521397351.969297,DNS,329,10.0.2.15,162.212.156.148,43917,53
552,1521397351.969384,DNS,324,162.212.156.148,10.0.2.15,53,43917
553,1521397351.983572,DNS,329,10.0.2.15,162.212.156.148,43917,53
554,1521397351.983646,DNS,324,162.212.156.148,10.0.2.15,53,43917
555,1521397352.008451,DNS,329,10.0.2.15,162.212.156.148,43917,53
556,1521397352.008511,DNS,324,162.212.156.148,10.0.2.15,53,43917
557,1521397352.032513,DNS,329,10.0.2.15,162.212.156.148,43917,53
558,1521397352.032575,DNS,324,162.212.156.148,10.0.2.15,53,43917
559,1521397352.046647,DNS,329,10.0.2.15,162.212.156.148,43917,53
560,1521397352.046714,DNS,225,162.212.156.148,10.0.2.15,53,43917
561,1521397352.069095,DNS,292,10.0.2.15,162.212.156.148,43917,53
562,1521397352.069323,DNS,324,162.212.156.148,10.0.2.15,53,43917
563,1521397352.083025,DNS,329,10.0.2.15,162.212.156.148,43917,53
564,1521397352.08309,DNS,324,162.212.156.148,10.0.2.15,53,43917
565,1521397352.097174,DNS,329,10.0.2.15,162.212.156.148,43917,53
566,1521397352.097238,DNS,324,162.212.156.148,10.0.2.15,53,43917
567,1521397352.110659,DNS,329,10.0.2.15,162.212.156.148,43917,53
568,1521397352.110719,DNS,324,162.212.156.148,10.0.2.15,53,43917
569,1521397352.125128,DNS,329,10.0.2.15,162.212.156.148,43917,53
570,1521397352.12519,DNS,324,162.212.156.148,10.0.2.15,53,43917
571,1521397352.139498,DNS,329,10.0.2.15,162.212.156.148,43917,53
572,1521397352.139557,DNS,225,162.212.156.148,10.0.2.15,53,43917
573,1521397352.153939,DNS,292,10.0.2.15,162.212.156.148,43917,53
574,1521397352.154148,DNS,324,162.212.156.148,10.0.2.15,53,43917
575,1521397352.168311,DNS,329,10.0.2.15,162.212.156.148,43917,53
576,1521397352.168374,DNS,324,162.212.156.148,10.0.2.15,53,43917
577,1521397352.189609,DNS,329,10.0.2.15,162.212.156.148,43917,53
578,1521397352.189676,DNS,324,162.212.156.148,10.0.2.15,53,43917
579,1521397352.215787,DNS,329,10.0.2.15,162.212.156.148,43917,53
580,1521397352.215891,DNS,324,162.212.156.148,10.0.2.15,53,43917
581,1521397352.229854,DNS,329,10.0.2.15,162.212.156.148,43917,53
582,1521397352.229923,DNS,324,162.212.156.148,10.0.2.15,53,43917
583,1521397352.270732,DNS,329,10.0.2.15,162.212.156.148,43917,53
584,1521397352.270795,DNS,225,162.212.156.148,10.0.2.15,53,43917
585,1521397352.288059,DNS,292,10.0.2.15,162.212.156.148,43917,53
586,1521397352.288295,DNS,324,162.212.156.148,10.0.2.15,53,43917
587,1521397352.302337,DNS,329,10.0.2.15,162.212.156.148,43917,53
588,1521397352.302406,DNS,324,162.212.156.148,10.0.2.15,53,43917
589,1521397352.317889,DNS,329,10.0.2.15,162.212.156.148,43917,53
590,1521397352.318036,DNS,324,162.212.156.148,10.0.2.15,53,43917
591,1521397352.350033,DNS,329,10.0.2.15,162.212.156.148,43917,53
592,1521397352.3501,DNS,324,162.212.156.148,10.0.2.15,53,43917
593,1521397352.363596,DNS,329,10.0.2.15,162.212.156.148,43917,53
594,1521397352.363725,DNS,324,162.212.156.148,10.0.2.15,53,43917
595,1521397352.383015,DNS,329,10.0.2.15,162.212.156.148,43917,53
596,1521397352.383077,DNS,225,162.212.156.148,10.0.2.15,53,43917
597,1521397352.397517,DNS,292,10.0.2.15,162.212.156.148,43917,53
598,1521397352.39778,DNS,324,162.212.156.148,10.0.2.15,53,43917
599,1521397352.412079,DNS,329,10.0.2.15,162.212.156.148,43917,53
600,1521397352.412152,DNS,324,162.212.156.148,10.0.2.15,53,43917
601,1521397352.427345,DNS,329,10.0.2.15,162.212.156.148,43917,53
602,1521397352.427428,DNS,324,162.212.156.148,10.0.2.15,53,43917
603,1521397352.44146,DNS,329,10.0.2.15,162.212.156.148,43917,53
604,1521397352.441544,DNS,324,162.212.156.148,10.0.2.15,53,43917
605,1521397352.457136,DNS,329,10.0.2.15,162.212.156.148,43917,53
606,1521397352.457195,DNS,324,162.212.156.148,10.0.2.15,53,43917
607,1521397352.47121,DNS,329,10.0.2.15,162.212.156.148,43917,53
608,1521397352.471296,DNS,225,162.212.156.148,10.0.2.15,53,43917
609,1521397352.493308,DNS,292,10.0.2.15,162.212.156.148,43917,53
610,1521397352.493705,DNS,324,162.212.156.148,10.0.2.15,53,43917
611,1521397352.507211,DNS,329,10.0.2.15,162.212.156.148,43917,53
612,1521397352.507277,DNS,324,162.212.156.148,10.0.2.15,53,43917
613,1521397352.522536,DNS,329,10.0.2.15,162.212.156.148,43917,53
614,1521397352.522614,DNS,324,162.212.156.148,10.0.2.15,53,43917
615,1521397352.536425,DNS,329,10.0.2.15,162.212.156.148,43917,53
616,1521397352.536482,DNS,324,162.212.156.148,10.0.2.15,53,43917
617,1521397352.550676,DNS,329,10.0.2.15,162.212.156.148,43917,53
618,1521397352.550739,DNS,324,162.212.156.148,10.0.2.15,53,43917
619,1521397352.563734,DNS,329,10.0.2.15,162.212.156.148,43917,53
620,1521397352.563796,DNS,225,162.212.156.148,10.0.2.15,53,43917
621,1521397352.577731,DNS,292,10.0.2.15,162.212.156.148,43917,53
622,1521397352.577934,DNS,324,162.212.156.148,10.0.2.15,53,43917
623,1521397352.593476,DNS,329,10.0.2.15,162.212.156.148,43917,53
624,1521397352.593538,DNS,324,162.212.156.148,10.0.2.15,53,43917
625,1521397352.607713,DNS,329,10.0.2.15,162.212.156.148,43917,53
626,1521397352.607774,DNS,324,162.212.156.148,10.0.2.15,53,43917
627,1521397352.620963,DNS,329,10.0.2.15,162.212.156.148,43917,53
628,1521397352.621021,DNS,324,162.212.156.148,10.0.2.15,53,43917
629,1521397352.640789,DNS,329,10.0.2.15,162.212.156.148,43917,53
630,1521397352.640855,DNS,324,162.212.156.148,10.0.2.15,53,43917
631,1521397352.656519,DNS,329,10.0.2.15,162.212.156.148,43917,53
632,1521397352.656596,DNS,225,162.212.156.148,10.0.2.15,53,43917
633,1521397352.670763,DNS,292,10.0.2.15,162.212.156.148,43917,53
634,1521397352.670962,DNS,324,162.212.156.148,10.0.2.15,53,43917
635,1521397352.689841,DNS,329,10.0.2.15,162.212.156.148,43917,53
636,1521397352.689903,DNS,324,162.212.156.148,10.0.2.15,53,43917
637,1521397352.704109,DNS,329,10.0.2.15,162.212.156.148,43917,53
638,1521397352.704174,DNS,324,162.212.156.148,10.0.2.15,53,43917
639,1521397352.717444,DNS,329,10.0.2.15,162.212.156.148,43917,53
640,1521397352.717503,DNS,324,162.212.156.148,10.0.2.15,53,43917
641,1521397352.731688,DNS,329,10.0.2.15,162.212.156.148,43917,53
642,1521397352.731748,DNS,324,162.212.156.148,10.0.2.15,53,43917
643,1521397352.745883,DNS,329,10.0.2.15,162.212.156.148,43917,53
644,1521397352.745944,DNS,225,162.212.156.148,10.0.2.15,53,43917
645,1521397352.760297,DNS,292,10.0.2.15,162.212.156.148,43917,53
646,1521397352.760508,DNS,324,162.212.156.148,10.0.2.15,53,43917
647,1521397352.774471,DNS,329,10.0.2.15,162.212.156.148,43917,53
648,1521397352.774537,DNS,324,162.212.156.148,10.0.2.15,53,43917
649,1521397352.788331,DNS,329,10.0.2.15,162.212.156.148,43917,53
650,1521397352.788388,DNS,324,162.212.156.148,10.0.2.15,53,43917
651,1521397352.807867,DNS,329,10.0.2.15,162.212.156.148,43917,53
652,1521397352.807969,DNS,324,162.212.156.148,10.0.2.15,53,43917
653,1521397352.822442,DNS,329,10.0.2.15,162.212.156.148,43917,53
654,1521397352.822518,DNS,324,162.212.156.148,10.0.2.15,53,43917
655,1521397352.836283,DNS,329,10.0.2.15,162.212.156.148,43917,53
656,1521397352.836342,DNS,225,162.212.156.148,10.0.2.15,53,43917
657,1521397352.851395,DNS,292,10.0.2.15,162.212.156.148,43917,53
658,1521397352.851595,DNS,324,162.212.156.148,10.0.2.15,53,43917
659,1521397352.865094,DNS,329,10.0.2.15,162.212.156.148,43917,53
660,1521397352.865162,DNS,324,162.212.156.148,10.0.2.15,53,43917
661,1521397352.88017,DNS,329,10.0.2.15,162.212.156.148,43917,53
662,1521397352.880233,DNS,324,162.212.156.148,10.0.2.15,53,43917
663,1521397352.894777,DNS,329,10.0.2.15,162.212.156.148,43917,53
664,1521397352.894833,DNS,324,162.212.156.148,10.0.2.15,53,43917
665,1521397352.910575,DNS,329,10.0.2.15,162.212.156.148,43917,53
666,1521397352.910635,DNS,324,162.212.156.148,10.0.2.15,53,43917
667,1521397352.924843,DNS,329,10.0.2.15,162.212.156.148,43917,53
668,1521397352.924896,DNS,225,162.212.156.148,10.0.2.15,53,43917
669,1521397352.938566,DNS,292,10.0.2.15,162.212.156.148,43917,53
670,1521397352.938769,DNS,324,162.212.156.148,10.0.2.15,53,43917
671,1521397352.964554,DNS,329,10.0.2.15,162.212.156.148,43917,53
672,1521397352.964696,DNS,324,162.212.156.148,10.0.2.15,53,43917
673,1521397352.987131,DNS,329,10.0.2.15,162.212.156.148,43917,53
674,1521397352.987195,DNS,324,162.212.156.148,10.0.2.15,53,43917
675,1521397353.001372,DNS,329,10.0.2.15,162.212.156.148,43917,53
676,1521397353.001432,DNS,324,162.212.156.148,10.0.2.15,53,43917
677,1521397353.019487,DNS,329,10.0.2.15,162.212.156.148,43917,53
678,1521397353.019546,DNS,324,162.212.156.148,10.0.2.15,53,43917
679,1521397353.037811,DNS,329,10.0.2.15,162.212.156.148,43917,53
680,1521397353.037872,DNS,225,162.212.156.148,10.0.2.15,53,43917
681,1521397353.05689,DNS,292,10.0.2.15,162.212.156.148,43917,53
682,1521397353.057106,DNS,324,162.212.156.148,10.0.2.15,53,43917
683,1521397353.076395,DNS,329,10.0.2.15,162.212.156.148,43917,53
684,1521397353.076467,DNS,324,162.212.156.148,10.0.2.15,53,43917
685,1521397353.090273,DNS,329,10.0.2.15,162.212.156.148,43917,53
686,1521397353.090352,DNS,324,162.212.156.148,10.0.2.15,53,43917
687,1521397353.105117,DNS,329,10.0.2.15,162.212.156.148,43917,53
688,1521397353.105184,DNS,324,162.212.156.148,10.0.2.15,53,43917
689,1521397353.118698,DNS,329,10.0.2.15,162.212.156.148,43917,53
690,1521397353.118753,DNS,324,162.212.156.148,10.0.2.15,53,43917
691,1521397353.133524,DNS,329,10.0.2.15,162.212.156.148,43917,53
692,1521397353.133627,DNS,225,162.212.156.148,10.0.2.15,53,43917
693,1521397353.147448,DNS,292,10.0.2.15,162.212.156.148,43917,53
694,1521397353.147643,DNS,324,162.212.156.148,10.0.2.15,53,43917
695,1521397353.161347,DNS,329,10.0.2.15,162.212.156.148,43917,53
696,1521397353.161409,DNS,324,162.212.156.148,10.0.2.15,53,43917
697,1521397353.175297,DNS,329,10.0.2.15,162.212.156.148,43917,53
698,1521397353.175356,DNS,268,162.212.156.148,10.0.2.15,53,43917
699,1521397353.190063,DNS,335,10.0.2.15,162.212.156.148,43917,53
700,1521397353.190391,DNS,324,162.212.156.148,10.0.2.15,53,43917
701,1521397353.205476,DNS,329,10.0.2.15,162.212.156.148,43917,53
702,1521397353.205591,DNS,324,162.212.156.148,10.0.2.15,53,43917
703,1521397353.220456,DNS,329,10.0.2.15,162.212.156.148,43917,53
704,1521397353.220529,DNS,324,162.212.156.148,10.0.2.15,53,43917
705,1521397353.233847,DNS,329,10.0.2.15,162.212.156.148,43917,53
706,1521397353.233908,DNS,324,162.212.156.148,10.0.2.15,53,43917
707,1521397353.247999,DNS,329,10.0.2.15,162.212.156.148,43917,53
708,1521397353.248082,DNS,324,162.212.156.148,10.0.2.15,53,43917
709,1521397353.261908,DNS,329,10.0.2.15,162.212.156.148,43917,53
710,1521397353.262009,DNS,225,162.212.156.148,10.0.2.15,53,43917
711,1521397353.276528,DNS,292,10.0.2.15,162.212.156.148,43917,53
712,1521397353.276808,DNS,324,162.212.156.148,10.0.2.15,53,43917
713,1521397353.291784,DNS,329,10.0.2.15,162.212.156.148,43917,53
714,1521397353.291849,DNS,324,162.212.156.148,10.0.2.15,53,43917
715,1521397353.307208,DNS,329,10.0.2.15,162.212.156.148,43917,53
716,1521397353.307268,DNS,324,162.212.156.148,10.0.2.15,53,43917
717,1521397353.321086,DNS,329,10.0.2.15,162.212.156.148,43917,53
718,1521397353.321152,DNS,324,162.212.156.148,10.0.2.15,53,43917
719,1521397353.335289,DNS,329,10.0.2.15,162.212.156.148,43917,53
720,1521397353.335664,DNS,324,162.212.156.148,10.0.2.15,53,43917
721,1521397353.348911,DNS,329,10.0.2.15,162.212.156.148,43917,53
722,1521397353.348969,DNS,225,162.212.156.148,10.0.2.15,53,43917
723,1521397353.363584,DNS,292,10.0.2.15,162.212.156.148,43917,53
724,1521397353.363848,DNS,324,162.212.156.148,10.0.2.15,53,43917
725,1521397353.377312,DNS,329,10.0.2.15,162.212.156.148,43917,53
726,1521397353.377383,DNS,324,162.212.156.148,10.0.2.15,53,43917
727,1521397353.392445,DNS,329,10.0.2.15,162.212.156.148,43917,53
728,1521397353.392533,DNS,324,162.212.156.148,10.0.2.15,53,43917
729,1521397353.408227,DNS,329,10.0.2.15,162.212.156.148,43917,53
730,1521397353.408331,DNS,324,162.212.156.148,10.0.2.15,53,43917
731,1521397353.422393,DNS,329,10.0.2.15,162.212.156.148,43917,53
732,1521397353.422507,DNS,324,162.212.156.148,10.0.2.15,53,43917
733,1521397353.437272,DNS,329,10.0.2.15,162.212.156.148,43917,53
734,1521397353.437344,DNS,225,162.212.156.148,10.0.2.15,53,43917
735,1521397353.452088,DNS,292,10.0.2.15,162.212.156.148,43917,53
736,1521397353.452302,DNS,324,162.212.156.148,10.0.2.15,53,43917
737,1521397353.465571,DNS,329,10.0.2.15,162.212.156.148,43917,53
738,1521397353.465629,DNS,324,162.212.156.148,10.0.2.15,53,43917
739,1521397353.479442,DNS,329,10.0.2.15,162.212.156.148,43917,53
740,1521397353.479576,DNS,324,162.212.156.148,10.0.2.15,53,43917
741,1521397353.495573,DNS,329,10.0.2.15,162.212.156.148,43917,53
742,1521397353.495665,DNS,324,162.212.156.148,10.0.2.15,53,43917
743,1521397353.510579,DNS,329,10.0.2.15,162.212.156.148,43917,53
744,1521397353.510653,DNS,324,162.212.156.148,10.0.2.15,53,43917
745,1521397353.524475,DNS,329,10.0.2.15,162.212.156.148,43917,53
746,1521397353.524536,DNS,225,162.212.156.148,10.0.2.15,53,43917
747,1521397353.539098,DNS,292,10.0.2.15,162.212.156.148,43917,53
748,1521397353.539294,DNS,324,162.212.156.148,10.0.2.15,53,43917
749,1521397353.55381,DNS,329,10.0.2.15,162.212.156.148,43917,53
750,1521397353.553934,DNS,324,162.212.156.148,10.0.2.15,53,43917
